"X","text","textClean","bigrams"
256,"Je weet nooit of je een kind krijgt, en daarnaast vind ik dat kinderen krijgen binnen een huwelijk hoort. Dus eerst moet ik gaan trouwen, en ik heb zeker een kinderwens, maar het is dus nooit zeker of ik dan al binnen 3 jaar een kind krijg. ","weet kind krijgt daarnaast vind kinderen krijgen huwelijk hoort gaan trouwen zeker kinderwens zeker 3 jaar kind krijg","kind_krijgt daarnaast_vind kinderen_krijgen huwelijk_hoort gaan_trouwen 3_jaar kind_krijg"
257,"Ik heb 1 dochter die ik alles kan geven, daarbij heb ik veel geluk gehad met mijn zwangerschap (ivm hypermobiliteit) en een moeizame bevalling (keizersnede) gehad.  We hebben hierna samen besloten dat wij het bij 1 kindje willen houden. Wij zijn opgelucht en blij met wat we hebben ","1 dochter geven daarbij geluk zwangerschap ivm hypermobiliteit moeizame bevalling keizersnede besloten 1 kindje houden opgelucht blij","1_dochter geven_daarbij zwangerschap_ivm ivm_hypermobiliteit moeizame_bevalling bevalling_keizersnede 1_kindje"
258,"Corina, toekomst leven onzekerheid, financieel ","corina toekomst leven onzekerheid financieel","corina_toekomst toekomst_leven leven_onzekerheid onzekerheid_financieel"
259,"Ik wil graag kinderen, maar denk pas na 3 jaar. Maar als het daarvoor komt is het ook welkom ","graag kinderen denk 3 jaar daarvoor komt welkom","graag_kinderen 3_jaar daarvoor_komt"
260,"De maatschappij van tegenwoordig. Denk dat kids tegenwoordig snel beinvloedbaar zijn door social media, internet etc.  Lijkt mij heel moeilijk kinderen op te voeden in deze maatschappij en wereld waarin wij nu leven. En of ik t nog wel een kind wil op mijn leeftijd. ","maatschappij tegenwoordig denk kids tegenwoordig snel beinvloedbaar social media internet moeilijk kinderen voeden maatschappij wereld waarin leven t kind leeftijd","tegenwoordig_denk kids_tegenwoordig tegenwoordig_snel snel_beinvloedbaar social_media media_internet moeilijk_kinderen wereld_waarin"
261,"Ik heb zelf nooit de behoefte gehad om (in de toekomst) kinderen te krijgen, en mijn partner ook niet. Het lijkt ons allebei niets voor ons, en we zien veel mensen om ons heen zonder kinderen. Dit trekt ons meer, we hebben allebei niet veel met kinderen van andere mensen en dus ook niet de behoefte om zelf kinderen te krijgen. ","behoefte toekomst kinderen krijgen partner zien mensen heen kinderen trekt kinderen mensen behoefte kinderen krijgen","toekomst_kinderen"
262,"Leeftijd waarop het mogelijk is om een geschikte omgeving (oa huis) op tijd gaat lukken. Nu is de ruimte te klein om een kind in groot te brengen ","leeftijd waarop mogelijk geschikte omgeving oa huis tijd gaat lukken ruimte klein kind groot brengen","leeftijd_waarop geschikte_omgeving omgeving_oa oa_huis tijd_gaat gaat_lukken"
263,"Twee is genoeg en ik ben inmiddels 40 waarbij het risico toeneemt ","genoeg 40 waarbij risico toeneemt","40_waarbij risico_toeneemt"
264,"Ik heb nooit een kinderwens gehad en heb ook een chronische ziekte die de hele situatie ingewikkelder maakt,. Daarnaast ben ik blij dat ik een partner heb die ook geen kinderen wenst te hebben. ","kinderwens chronische ziekte hele situatie ingewikkelder daarnaast blij partner kinderen wenst","chronische_ziekte hele_situatie situatie_ingewikkelder kinderen_wenst"
265,"Ik weet het echt niet. Ergens krijg ik een verdrietig gevoel als ik er aan denk nooit meer zwanger te zijn, of een baby te krijgen. Aan de andere kant heb ik nu twee gezonde kinderen en komt er eindelijk wat meer tijd en (nacht) rust. De eerste jaren zijn toch wel heel intensief. Daarbij komen ook allerlei praktische punten: ons huis is dan te klein, onze auto, etc. En ik ben ook bang dat het misschien niet meer lukt omdat ik ouder ben. Ik denk dat als wij het financieel ruimer zouden hebben en dat het makkelijker zou zijn om groter te gaan wonen of dat een van ons minder kan gaan werken we eerder zouden kiezen voor nog een derde. Ergens wil ik het wel heel graag, maar er staat nu te veel in de weg om het ook te doen ","weet echt krijg verdrietig gevoel denk zwanger baby krijgen kant gezonde kinderen komt eindelijk tijd nacht rust jaren intensief daarbij komen allerlei praktische punten huis klein auto bang lukt ouder denk financieel ruimer makkelijker groter gaan wonen gaan werken kiezen graag staat","verdrietig_gevoel gezonde_kinderen nacht_rust intensief_daarbij daarbij_komen allerlei_praktische praktische_punten financieel_ruimer gaan_wonen gaan_werken"
266,"nog geen vaste relatie ","vaste relatie","vaste_relatie"
267,"Ik weet heel zeker dat kinderen krijgen noch voor mijzelf noch voor mijn relatie toegevoegde waarde heeft ","weet zeker kinderen krijgen relatie toegevoegde waarde","kinderen_krijgen relatie_toegevoegde toegevoegde_waarde"
268,"Ik geef liever geen antwoord ","geef antwoord",NA
269,"Ik weet niet in welke maatschappij ik mijn kinderen zal opvoeden en welke toekomst ze krijgen. Hoe slecht of hoe goed deze is.  Heb ik zelf wel de behoefte om moeder te worden?  Ik werk 5 dagen met kinderen van anderen en zie de impact van kinderen op de ouders en andersom. Je levert als ouders alle vrijheden in, in ruil voor de rest van je leven verantwoordelijkheid, verantwoording en heel veel zorgen ","weet maatschappij kinderen opvoeden toekomst krijgen slecht goed behoefte moeder werk 5 dagen kinderen anderen zie impact kinderen ouders andersom levert ouders vrijheden ruil rest leven verantwoordelijkheid verantwoording zorgen","werk_5 5_dagen leven_verantwoordelijkheid verantwoordelijkheid_verantwoording"
270,"Als ik in de toekomst kinderen mag krijgen zou ik dit alleen willen als mijn relatie stabiel is en als het financieel haalbaar is. Ik zou mijn kinderen namelijk alles willen bieden. ","toekomst kinderen krijgen relatie stabiel financieel haalbaar kinderen bieden","toekomst_kinderen relatie_stabiel financieel_haalbaar"
271,"Leeftijd Bepalend voor je leven  Ik zie onvoldoende om me heen dat het hebben van kinderen echt leuk is. Een gezinsleven is druk en kan stressvol zijn. Ik zie aan de jonge moeders om me heen dat het veel ballen hoog houden is. Het past niet in de vrijheid van leven die ik graag wil ervaren, de verplichte structuur en regelmaat. Daarnaast weet ik niet of deze wereld zo mooi is om in op te groeien met alle problematiek. ","leeftijd bepalend leven zie onvoldoende heen kinderen echt leuk gezinsleven druk stressvol zie jonge moeders heen ballen hoog houden past vrijheid leven graag ervaren verplichte structuur regelmaat daarnaast weet wereld mooi groeien problematiek","leeftijd_bepalend zie_onvoldoende kinderen_echt echt_leuk jonge_moeders ballen_hoog hoog_houden verplichte_structuur regelmaat_daarnaast daarnaast_weet"
272,"Ik heb geen partner en ik wil eerst zeker weten dat die relatie goed is voordat ik besluit om een kind te krijgen. ","partner zeker weten relatie goed besluit kind krijgen","zeker_weten relatie_goed"
273,"Ik begrijp de vraag niet. Ik wil graag kinderen. We zien wel of er nog meer kinderen komen. ","begrijp vraag graag kinderen zien kinderen komen","graag_kinderen kinderen_komen"
274,"Het hebben van een stabiele relatie en ik hoop vruchtbaar te zijn. ","stabiele relatie hoop vruchtbaar","stabiele_relatie hoop_vruchtbaar"
275,"Ik ben alleen staande moeder en ik loop bij een bevruchtingskliniek voor een tweede kind.   Dit is een moeizaam traject ( door lichamelijke gezondheid).  Ik ben 39 en na mijn 40 vind ik het te veel risico ","staande moeder loop bevruchtingskliniek kind moeizaam traject lichamelijke gezondheid 39 40 vind risico","staande_moeder moeizaam_traject lichamelijke_gezondheid 40_vind"
276,"Of je wel kinderen kunt krijgen (onvruchtbaarheid) ","kinderen krijgen onvruchtbaarheid","krijgen_onvruchtbaarheid"
277,"Zorgen dat ik mijn kind niet alles kan geven. Denk aan een gezin met een vader en moeder. Op financieel gebied. Op emotioneel vlak. Maar ook dat ik mâ€™n leven moet aanpassen. Denk aan mijn baan als stewardess. ","zorgen kind geven denk gezin vader moeder financieel gebied emotioneel vlak mân leven aanpassen denk baan stewardess","geven_denk financieel_gebied emotioneel_vlak mân_leven aanpassen_denk"
278,"Ik hoop dat het lichaam en het lichaam van mijn partner het toelaat om zwanger te raken en een zwangerschap uit te dragen. We hebben het nog niet geprobeerd, dus we zijn er nooit helemaal zeker van dat onze voortplantingsorganen (en alles wat er bij komt kijken) werken naar behoren. Voor de rest ben ik er 100% zeker van dat ik kinderen wil en mijn partner misschien 95%. Nu natuurlijk hopen dat er geen gekke dingen gebeuren tussen ons de aankomende jaren en we nog steeds samen gelukkig zijn als we echt willen proberen. ","hoop lichaam lichaam partner toelaat zwanger raken zwangerschap dragen geprobeerd helemaal zeker voortplantingsorganen komt kijken werken behoren rest 100 zeker kinderen partner 95 natuurlijk hopen gekke dingen gebeuren aankomende jaren gelukkig echt proberen","helemaal_zeker komt_kijken kijken_werken 100_zeker natuurlijk_hopen gekke_dingen dingen_gebeuren aankomende_jaren"
279,"Met name of het Ã¼berhaupt mogelijk is en wat de juiste timing zou zijn (terwijl ik realistisch gezien weet dat er niet 1 juist moment voor is). Ik ben bang dat vanwege onregelmatige cyclus het lang kan duren voor het lukt om zwanger te worden, waardoor ik het denk ik liever zo vroeg mogelijk zou willen. Ik weet niet goed waarom ik zo zeker weet dat ik kinderen wil, dit heb ik altijd zo ervaren. Wel merk ik dat doordat mensen om me heen kinderen krijgen ik er iets minder makkelijk over denk, aangezien het echt je leven totaal om kan gooien. ","name ãberhaupt mogelijk juiste timing realistisch gezien weet 1 moment bang onregelmatige cyclus lang duren lukt zwanger waardoor denk mogelijk weet goed zeker weet kinderen ervaren merk doordat mensen heen kinderen krijgen makkelijk denk echt leven totaal gooien","ãberhaupt_mogelijk juiste_timing realistisch_gezien gezien_weet onregelmatige_cyclus zeker_weet doordat_mensen heen_kinderen kinderen_krijgen leven_totaal"
280,"Mijn gezondheid. Ik heb 2,5 jaar geleden borstkanker gehad en daarnaast heb ik de ziekte van Bechterew. Ik zou graag wel een kind willen, maar denk dat het voor mijn gezondheid gewoon niet verstandig is. Ik ervaar al heel veel beperkingen door mijn gezondheid waardoor het soms lastig is om voor mezelf te zorgen, laat staan voor een kind. ","gezondheid 2 5 jaar borstkanker daarnaast ziekte bechterew graag kind denk gezondheid verstandig ervaar beperkingen gezondheid waardoor soms lastig zorgen laat staan kind","2_5 5_jaar gezondheid_waardoor soms_lastig zorgen_laat laat_staan"
281,"Corona, hoe het gaat met de rest van de kinderen, hoe het gaat met mij, of mijn partner ook wil, hoe het loopt op mijn werk. ","corona gaat rest kinderen gaat partner loopt werk",NA
282,"ik ben nu 43 jaar en heb 3 gezonde kinderen. ze worden nu wat groter en weer wat meer tijd voor mezelf ","43 jaar 3 gezonde kinderen groter tijd","43_jaar 3_gezonde gezonde_kinderen"
283,"Een boertje/zusje voor onze pasgeboren zoon zou over een paar jaar mooi zijn. Het moet ons wel gegund zijn. ","boertjezusje pasgeboren zoon jaar mooi gegund","pasgeboren_zoon jaar_mooi"
284,"Ik ben 4 keer zwanger geweest.dit liep 3 keer uit op een miskraam en 1 keer op een buitenbaarmoederlijke zwangerschap.waarbij ik met spoed geopereerd moest worden, omdat mijn eileider was geknapt. In een zwangerschap vertrouw ik mijn eigen lichaam niet meer. ","4 keer zwanger liep 3 keer miskraam 1 keer buitenbaarmoederlijke zwangerschap waarbij spoed geopereerd eileider geknapt zwangerschap vertrouw lichaam","4_keer keer_zwanger liep_3 3_keer 1_keer buitenbaarmoederlijke_zwangerschap zwangerschap_waarbij spoed_geopereerd zwangerschap_vertrouw"
285,"Eerst genieten van het eerste kind. Wanneer ons eerste kind wat ouder is maakt ze een broertje of zusje wat bewuster mee en dat vinden we leuker. ","genieten kind kind ouder broertje zusje bewuster mee vinden leuker","bewuster_mee"
286,"Wilt de partner kinderen. Hoe is het met het Nederlandse volk gesteld ","wilt partner kinderen nederlandse volk gesteld","partner_kinderen nederlandse_volk volk_gesteld"
287,"Het maakt me onzeker of het wel lukt om nog meer kinderen te krijgen. En ook dat het op tijd lukt ivb met het leeftijdsverschil. Wat me zeker maakt is dat ik weet dat wij samen een sterke relatie hebben en alles goed op orde om kinderen groot te brengen. ","onzeker lukt kinderen krijgen tijd lukt ivb leeftijdsverschil zeker weet sterke relatie goed orde kinderen groot brengen","tijd_lukt lukt_ivb sterke_relatie kinderen_groot"
288,"Wil eerst wat geld verdienen en genieten ","geld verdienen genieten","geld_verdienen"
289,"Wij hebben 3 kinderen en vinden dit voldoende. Na de geboorte van mijn jongste dochter wilde ik graag nog een 4e kind. Maar mijn man vond 4 kinderen echt te veel. Inmiddels zijn we bijna 5 jaar verder en vind ik het zo ook wel prima met 3 kinderen, ik zou er nu niet meer voor kiezen weer aan een baby te beginnen omdat ik nu net gewend ben aan wat zelfstandigere kinderen. Echter mocht ik onverwachts toch zwanger worden dan is het kind zeker welkom! ","3 kinderen vinden voldoende geboorte jongste dochter wilde graag 4e kind man vond 4 kinderen echt 5 jaar vind prima 3 kinderen kiezen baby beginnen gewend zelfstandigere kinderen onverwachts zwanger kind zeker welkom","3_kinderen jongste_dochter dochter_wilde 4e_kind man_vond vond_4 4_kinderen kinderen_echt 5_jaar 3_kinderen zelfstandigere_kinderen kind_zeker zeker_welkom"
290,"Vanwege mijn leeftijd (bijna 40) en partner die geen kinderen wil, weet ik zeker dat ik geen kinderen zal krijgen. ","leeftijd 40 partner kinderen weet zeker kinderen krijgen",NA
291,"Ik heb 3 kinderen, heb nu de leeftijd van bijna 41 jaar waarmee ik sowieso te oud ben om nog een kind op de wereld te zetten. Daarnaast vind ik 3 kinderen echt ruim voldoend","3 kinderen leeftijd 41 jaar waarmee sowieso oud kind wereld zetten daarnaast vind 3 kinderen echt ruim voldoend","3_kinderen 41_jaar jaar_waarmee zetten_daarnaast daarnaast_vind 3_kinderen kinderen_echt echt_ruim ruim_voldoend"
292,"Genoeg aan 2 ","genoeg 2",NA
293,"Wij hebben 2 kinderen en daar zijn wij heel gelukkig m","2 kinderen gelukkig m","2_kinderen gelukkig_m"
294,"Ik zou ontzettend graag kinderen willen krijgen als mij dat gegund is. Mijn partner en ik hebben het hier al af en toe over. Het lijkt mij geweldig om mijn liefde aan mijn kinderen te kunnen geven. Wat mij onzeker maakt is ook de angst die bij het ouderschap komt kijken, de zorgen of het goed gaat en of hem/haar niets overkomt. Zoals ik het nu zie zou ik graag over 2 of 3 jaren aan kinderen willen beginnen. Daarvoor zou ik nog een poosje genoeg tijd samen met mijn partner willen doorbrengen, met z'n tweeÃ«n op vakantie gaan en samen genieten van het dagelijkse leven. ","ontzettend graag kinderen krijgen gegund partner geweldig liefde kinderen geven onzeker angst ouderschap komt kijken zorgen goed gaat hemhaar overkomt zie graag 2 3 jaren kinderen beginnen daarvoor poosje genoeg tijd partner doorbrengen zn tweeãn vakantie gaan genieten dagelijkse leven","ontzettend_graag graag_kinderen ouderschap_komt komt_kijken goed_gaat 3_jaren beginnen_daarvoor poosje_genoeg genoeg_tijd zn_tweeãn vakantie_gaan dagelijkse_leven"
295,"2 is precies goed ","2 goed",NA
296,"Ik wil zelf erg graag kinderen omdat het mij mooi lijkt om kleine mensen op te zien groeien en tot mooie volwassen op te bloeien. Ook vanuit een bijbels perspectief vind ik het belangrijk dat ik kinderen krijg en ze hopelijk mag deel laten nemen in het geloof. Er zijn natuurlijk ook nadelen, gezien de huidige staat waarin de wereld verkeerd. Maar ik geloof dat dat niet opweegt tegen de positieve kanten van het hebben van kinderen. ","graag kinderen mooi kleine mensen zien groeien mooie volwassen bloeien bijbels perspectief vind belangrijk kinderen krijg hopelijk deel laten geloof natuurlijk nadelen gezien huidige staat waarin wereld verkeerd geloof opweegt positieve kanten kinderen","graag_kinderen kleine_mensen zien_groeien mooie_volwassen bijbels_perspectief perspectief_vind kinderen_krijg deel_laten nadelen_gezien huidige_staat staat_waarin wereld_verkeerd positieve_kanten"
297,"Ben blij met mijn 2 kinderen, mijn man en ik willen allebei niet meer kinderen. ","blij 2 kinderen man kinderen","2_kinderen"
298,"Ik had lang nog een kinderwens echter doordat ik een chronische ziekte heb zou dat onverstandig zijn. Daarom waarschijnlijk geen kinderen meer tenzij het lot anders beslist! ","lang kinderwens doordat chronische ziekte onverstandig kinderen lot beslist","chronische_ziekte"
299,"Ik heb geen partner en ben 38 jaar. Ik heb niet de behoefte alleen een kind op te voeden. ","partner 38 jaar behoefte kind voeden","38_jaar"
300,"3 kinderen gekregen, is toch een zegen! ","3 kinderen gekregen zegen","3_kinderen kinderen_gekregen"
301,"Leeftijd (ik word 44) en het is fysiek na laatste zwangerschap afgeraden. Beide zwangerschappen hadden grote fysieke gevolgen na de bevalling (fluxus). ","leeftijd 44 fysiek laatste zwangerschap afgeraden zwangerschappen grote fysieke gevolgen bevalling fluxus","laatste_zwangerschap zwangerschap_afgeraden grote_fysieke fysieke_gevolgen bevalling_fluxus"
302,"Ik wilde vanaf jongs af aan al graag kinderen, uiteindelijk heb ik 2 dochters. Alles is voorspoedig gegaan. Eigenlijk ben ik nooit onzeker geweest over het wel of niet krijgen van kinderen. Als het gegeven is dan is het zo. Ik ben meer onzeker over opvoeding etc ","wilde jongs graag kinderen uiteindelijk 2 dochters voorspoedig gegaan onzeker krijgen kinderen gegeven onzeker opvoeding","graag_kinderen kinderen_uiteindelijk 2_dochters voorspoedig_gegaan"
303,"We hebben samen 3 kinderen, dat vinden we genoeg. Ons gezin is compleet. ","3 kinderen vinden genoeg gezin compleet","3_kinderen"
304,"Ik zie een kind niet als een aanvulling op mijn leven. Ik zit simpelweg niet te wachten op een kind. Een kind heb je 24/7, daar kan je niet even van weglopen. Je wordt heel erg beperkt in je vrijheid en mogelijkheden. Daarnaast wil ik graag verre reizen maken, een huis (ver)bouwen met mijn vriend en carriÃ¨re maken. In dat plaatje zie ik geen kind. ","zie kind aanvulling leven zit simpelweg wachten kind kind 247 weglopen beperkt vrijheid mogelijkheden daarnaast graag verre reizen huis verbouwen vriend carriãre plaatje zie kind","zit_simpelweg mogelijkheden_daarnaast graag_verre verre_reizen huis_verbouwen plaatje_zie"
305,"Ik wil geen kinderen ","kinderen",NA
306,"Ik ben heel blij met mijn gezonde dochter. Ik ben een alleenstaande moeder en ik vind het heerlijk zo met zijn tweetjes. Zelfs al zou ik weer een relatie krijgen dan zou ik niet samen meer een kind willen. Om meerdere redenen. Mijn dochter is inmiddels bijna zes dus dat zou betekenen dat ik weer helemaal opnieuw begin en daarnaast vind ik het een te grote invloed op een relatie. ","blij gezonde dochter alleenstaande moeder vind heerlijk tweetjes relatie krijgen kind meerdere redenen dochter betekenen helemaal begin daarnaast vind grote invloed relatie","gezonde_dochter alleenstaande_moeder relatie_krijgen meerdere_redenen daarnaast_vind grote_invloed"
307,"Ik wil sowieso kinderen, maar nu nog niet ","sowieso kinderen","sowieso_kinderen"
308,"Wij zijn blij met twee gezonde kinderen. Praktisch en financieel gezien is dit prima zo. ","blij gezonde kinderen praktisch financieel gezien prima","gezonde_kinderen kinderen_praktisch financieel_gezien"
309,"Ik heb helemaal geen kinderwens en ook nooit gehad. Ik heb in de jaren ook een mening op gebouwd over kinderen nemen.Ik zelf wil ze niet omdat ik vind dat de wereld veranderd in negatieve zweer. ","helemaal kinderwens jaren mening gebouwd kinderen vind wereld veranderd negatieve zweer","wereld_veranderd negatieve_zweer"
310,"zit nog in de studie, ben nog te j","zit studie j",NA
311,"Ik ben twee maanden geleden gescheiden en heb een dochter van 2,5 jaar. Ik ben bijna 30 jaar en weet niet of ik nog iemand ontmoet die nog kinderen wil of misschien, net als ik, al een kind of kinderen heeft ","maanden gescheiden dochter 2 5 jaar 30 jaar weet ontmoet kinderen kind kinderen","2_5 5_jaar 30_jaar"
312,"Ik wil nog wel kinderen krijgen, maar ik ga ervan uit dat dat niet binnen 3 jaar gaat gebeuren, maar daarna wel. ","kinderen krijgen ga ervan 3 jaar gaat gebeuren","kinderen_krijgen ga_ervan 3_jaar jaar_gaat gaat_gebeuren"
313,"Ik ben zelf biseksueel en in een relatie met een vrouw. Voor ons is het dus van belang hoe we de kinderen zullen gaan krijgen, via adoptie of donatie of ander vorm van fertilisatie. Ik denk dat wel honderd procent zeker is dat ik kinderen wil. Echter weet ik ook nog niet of ik biologische kinderen wil krijgen vanwege een psychiatrische aandoening van mijn vad","biseksueel relatie vrouw belang kinderen gaan krijgen adoptie donatie vorm fertilisatie denk procent zeker kinderen weet biologische kinderen krijgen psychiatrische aandoening vad","gaan_krijgen procent_zeker biologische_kinderen psychiatrische_aandoening"
314,"Ik ben benieuwd of ik mij over circa 5 jaar volwassen genoeg voel om mijn levenlang het beste voorbeeld en de meest mogelijke liefde te geven aan een kind en of mijn partner en ik in staat zijn om ons eigen leven op de tweede plek te plaatsen. ","benieuwd circa 5 jaar volwassen genoeg voel levenlang beste voorbeeld mogelijke liefde geven kind partner staat leven plek plaatsen","circa_5 5_jaar jaar_volwassen volwassen_genoeg genoeg_voel beste_voorbeeld mogelijke_liefde"
315,"Het hebben van een stabiele relatie  Voldoende financiÃ«le middelen hebben , nu eerst studieschuld afbetaling  Onzeker over vruchtbaarheid en proces gezien ik een vrouw heb en zelf vrouw ben  Mijn wisselende diensten als verpleegkundige en hoe dit in te delen ","stabiele relatie voldoende financiãle middelen studieschuld afbetaling onzeker vruchtbaarheid proces gezien vrouw vrouw wisselende diensten verpleegkundige delen","stabiele_relatie relatie_voldoende voldoende_financiãle financiãle_middelen studieschuld_afbetaling afbetaling_onzeker proces_gezien wisselende_diensten"
316,"Ik ben alleenstaande moeder en vind het goed zo. Ik kan mij enigste kind alles geven wat ik haar wil geven. Als er een 2dw bij zou komen word dat toch anders. En ik vind de vrijheid die je al meer krijgt als ze ouder worden heerlijk ","alleenstaande moeder vind goed enigste kind geven geven 2dw komen vind vrijheid krijgt ouder heerlijk","alleenstaande_moeder enigste_kind"
317,"Grote kinderwens vanaf kleins af aan.  Onzeker: niet het weten of je kinderen kan krijgen. Blijft toch onzeker ","grote kinderwens kleins onzeker weten kinderen krijgen blijft onzeker","grote_kinderwens krijgen_blijft"
318,"Ik denk dat het willen krijgen van kinderen hetzelfde gevoel geeft als het niet willen krijgen van kinderen. Ik wil de verantwoordelijkheid voor een ander leven niet dragen en nemen. Daarnaast vind ik het best heftig dat mijn vader en moeder bepaald hebben dat ik op deze aarde leef. En de wereld is al veel te vol, de toekomst ziet er niet echt helemaal prettig uit. Dus, die verantwoordelijkheden wil ik niet. En het lijkt me ook niet leuk trouwens: slechte nachten, het kost veel goed, ruzies..... ","denk krijgen kinderen gevoel geeft krijgen kinderen verantwoordelijkheid leven dragen daarnaast vind best heftig vader moeder aarde leef wereld toekomst ziet echt helemaal prettig verantwoordelijkheden leuk trouwens slechte nachten kost goed ruzies","gevoel_geeft daarnaast_vind best_heftig aarde_leef toekomst_ziet echt_helemaal helemaal_prettig leuk_trouwens trouwens_slechte slechte_nachten goed_ruzies"
319,"Of ik Ã¼berhaupt kinderen kan krijgen, of de wereld over een paar jaar niet te vo is, kans op natuurrampen, terrorisme etc. ","ãberhaupt kinderen krijgen wereld jaar vo kans natuurrampen terrorisme","ãberhaupt_kinderen natuurrampen_terrorisme"
320,"We hebben te horen gekregen dat we niet op de natuurlijke wijze zwanger kunnen worden. Gaan binnen 3 maanden starten met een ISCI behandeling. Dat brengt wel onzekerheid met zich mee. We willen het heel erg graag. ","horen gekregen natuurlijke wijze zwanger gaan 3 maanden starten isci behandeling brengt onzekerheid mee graag","horen_gekregen natuurlijke_wijze wijze_zwanger 3_maanden maanden_starten isci_behandeling"
321,"ik ben al over de leeftijd van kinderen heen ","leeftijd kinderen heen","kinderen_heen"
322,"2 is genoeg ","2 genoeg",NA
324,"Ik ben afgelopen jaar bevallen van mijn eerste kindje (meisje). Graag zou ik nog een zoontje willen waarmee mijn dochter samen mee kan opgroeien. ","jaar bevallen kindje meisje graag zoontje waarmee dochter mee opgroeien","jaar_bevallen kindje_meisje meisje_graag"
325,"Op dit moment ben ik nog bezig met school en erna wil ik nog genieten. Dus vandaar dat ik zeg dat ik binnen nu en 3 jaar nog geen kinderen wil. Ik wil een vaste baan etc. hebben om mijn kinderen alles te geven. ","moment bezig school erna genieten vandaar zeg 3 jaar kinderen vaste baan kinderen geven","3_jaar vaste_baan"
326,"Ik ben 41 jaar en vond zwangerschap en kraamtijd heel heftig, zo heftig dat ik het geen tweede keer meer wil. Onze dochter is het grootste cadeau en voelt voor mij als compleet. Mijn partner is 4 jaar jonger en heeft nog wel n wens voor n tweede.. ","41 jaar vond zwangerschap kraamtijd heftig heftig keer dochter grootste cadeau voelt compleet partner 4 jaar jonger n wens n","41_jaar vond_zwangerschap grootste_cadeau 4_jaar jaar_jonger n_wens"
327,"Ik weet niet of kinderen wel wil opvoeden in deze gebroken wereld. Wil ik ze dat aandoen? Daarnaast ben ik er voor mezelf nog niet uit of ik wel kinderen wil. Je hebt ze voor altijd (hopelijk) en ik weet niet of ik daar voor altijd aan vast wil zitten. ","weet kinderen opvoeden gebroken wereld aandoen daarnaast kinderen hopelijk weet vast zitten","gebroken_wereld aandoen_daarnaast"
328,"Je weet nooit of het mogelijk is om kinderen te krijgen (lichamelijk). Ook is het nog onzeker hoe de toekomst gaat, bij het niet of lastig kunnen krijgen van kinderen is het onzeker of dat voor een of meerdere keren mogelijk en/of wenselijk is. ","weet mogelijk kinderen krijgen lichamelijk onzeker toekomst gaat lastig krijgen kinderen onzeker meerdere keren mogelijk enof wenselijk","krijgen_lichamelijk toekomst_gaat meerdere_keren keren_mogelijk mogelijk_enof enof_wenselijk"
329,"Niks maakt mij onzeker. Ik wil en hoef ze niet. Niks aan, geen zin in. Heel duidelijk een bewust kinderloos leven. Nooit gehad ook. Daarbij komt dat je je kind niet wil achterlaten in deze verziekte wereld. ","onzeker hoef zin duidelijk bewust kinderloos leven daarbij komt kind achterlaten verziekte wereld","bewust_kinderloos kinderloos_leven daarbij_komt verziekte_wereld"
330,"ik heb nooit een kinderwens gehad en ben ook inmiddels 42 jaar oud. ","kinderwens 42 jaar oud","42_jaar jaar_oud"
331,"Ik heb een compleet gezien met 2 prachtige gezonde jongens die inmiddels een leeftijd krijgen waarbij we veel leuke activiteiten kunnen ondernemen. Daarom is het heel prettig om weer op pad te kunnen. Ons gezin is compleet dus geen wens meer voor meer kinderen ","compleet gezien 2 prachtige gezonde jongens leeftijd krijgen waarbij leuke activiteiten ondernemen prettig pad gezin compleet wens kinderen","compleet_gezien 2_prachtige prachtige_gezonde gezonde_jongens leeftijd_krijgen krijgen_waarbij leuke_activiteiten"
332,"1 kind is voldoende, dit is een bewuste keus. We zijn erg gesteld op onze vrijheden, dus voor 1 kind vind je makkelijker oppas. ","1 kind voldoende bewuste keus gesteld vrijheden 1 kind vind makkelijker oppas","1_kind bewuste_keus 1_kind kind_vind makkelijker_oppas"
333,"Ik heb 2 kinderen, precies genoeg ","2 kinderen genoeg","2_kinderen"
334,"Voltooid gezin. Voelt nu compleet, terwijl ik dat gevoel niet had toen we 2 kinderen hadden. Dus het klopt zo.  Bovendien krijgen we nu langzaam een beetje meer tijd voor onszelf, en ik merk dat ik daar behoefte aan heb ","voltooid gezin voelt compleet gevoel 2 kinderen klopt krijgen langzaam tijd merk behoefte","voltooid_gezin gezin_voelt 2_kinderen"
335,"Ik ben nu 41, heb mijn leven op orde, ben vrij om te doen en laten wat ik wil, binnen de grenzen van het leven met een 4-jarige, zonder al teveel rompslomp. Reizen is goed betaalbaar en organiseerbaar. Net een nieuwe baan op een nieuwe locatie. Ik vind het goed zo. We zijn compleet met 1 kind, 2 honden en 1 kat. ","41 leven orde laten grenzen leven 4jarige teveel rompslomp reizen goed betaalbaar organiseerbaar nieuwe baan nieuwe locatie vind goed compleet 1 kind 2 honden 1 kat","teveel_rompslomp rompslomp_reizen goed_betaalbaar nieuwe_baan nieuwe_locatie 1_kind kind_2 2_honden 1_kat"
336,"ik heb geen partner en wil geen bom moeder worden ","partner bom moeder","bom_moeder"
